Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2023-08-11 02:06:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095586177394642944,"I'm doing a real-time streaming lab today for my boot camp. Please vote between these tech creators by visiting their pages""
""""
""Zach Wilson https://lnkd.in/gCi_-yRx""
""Sarah Floris https://lnkd.in/gX7cfwhF""
""Lulu https://lnkd.in/g33ggb-5 ""
""""
""You don't have to do anything besides clicking on the links!""
""""
""#dataengineering ",,,MEMBER_NETWORK
2023-08-10 23:24:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7095545377377964032,,,,MEMBER_NETWORK
2023-08-10 21:58:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095523723507609600,"Programming languages I used in big tech based on how much I liked them:""
""""
""- Kotlin ⭐️⭐️⭐️⭐️⭐️""
""- Scala ⭐️⭐️⭐️⭐️⭐️""
""- SQL ⭐️⭐️⭐️⭐️⭐️""
""- Python ⭐️⭐️⭐️⭐️""
""- GroovyScript ⭐️⭐️⭐️⭐️""
""- TypeScript ⭐️⭐️⭐️⭐️""
""- Bash ⭐️⭐️⭐️""
""- Java ⭐️⭐️⭐️""
""- JavaScript ⭐️⭐️⭐️""
""- Ruby ⭐️""
""""
""#softwareengineering",,,MEMBER_NETWORK
2023-08-10 21:13:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095512383602765825,"Data contracts are such a hot topic right now in data engineering! ""
""""
""Imagine if we could prevent all bad data from leaking into production with them? ""
""""
""This holy grail is actually not possible and can lead to data engineer burnout! ""
""""
""Your data quality efforts need to focus on ROI to make it so your data engineers don't run away from their jobs! ""
""""
""#dataengineering ",https://open.substack.com/pub/eczachly/p/writing-data-to-production-is-a-contract?utm_campaign=post&utm_medium=web,,MEMBER_NETWORK
2023-08-10 21:03:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7095509990853021696,"I’m going to do an event on September 5th with:""
""""
""Ryan Peterman (staff SWE at Meta)""
""Lee McKeeman (staff SWE at Google) ""
""Rahul Pandey (former staff SWE at Meta) ""
""Carly Taylor  (ML manager at Activision)""
""""
""We’ll talk about the various ways people get to staff engineer! It’ll be a wonderful event. Excited to see you there!! ""
""""
""#softwareengineering ""
""#dataengineering",,,MEMBER_NETWORK
2023-08-10 18:03:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095464783272955904,"Why aren’t there many entry-level data engineering roles? ""
""""
""There’s a few reasons for this: ""
""""
""- data engineers produce data that is relied on by many people. Relying on a zero years of experience person to do that is a little riskier.  ""
""""
""- data engineering requires a unique blend of communication skills and technical skills, like data science, that makes it harder for juniors to ramp up effectively.  ""
""""
""- many companies only need one or two data engineers. So there’s no mentorship/growth path for juniors at these companies. Therefore they prefer to hire senior engineers. ""
""""
""Why else do you think there aren’t many Junior data engineering positions? ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-09 23:50:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095189504067588096,This is covered in depth in EcZachly Inc boot camp!,,,MEMBER_NETWORK
2023-08-09 19:47:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095128355447984128,"India is on the verge of bulldozing the US in tech. It seems far fetched right now but just like LLMs, India is on an exponential trajectory.""
""""
""#india",,,MEMBER_NETWORK
2023-08-09 17:06:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095088067748757506,"Don’t lose yourself climbing the ladder! ""
""""
""Remember to go to the beach sometimes. ""
""Remember to go to the mountains sometimes. ""
""Remember to laugh really hard sometimes. ""
""Remember to dance badly sometimes. ""
""Remember to check in with body sometimes. ""
""Remember to be grateful for this beautiful life!""
""""
""#mentalhealth",,,MEMBER_NETWORK
2023-08-09 15:51:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7095069000107241472,Still got 2 1/2 weeks left in EcZachly Inc’s boot camp too!,,,MEMBER_NETWORK
2023-08-09 04:32:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7094898241275658240,"Need to find a mentor in the data and AI space? ""
""""
""Follow Data Engineer Things, they offer tons of data engineering mentoring. Founder is Xinran Waibel, Netflix DE ""
""""
""Follow SylphAI, they’re an AI community that mentors and helps you reach your goals. Founder is Li Yin, ex-Meta research scientist""
""""
""Follow Illuminate AI, they do AI mentorship. Founder is Aishwarya Srinivasan, Google data scientist""
""""
""#dataengineering ""
""#machinelearning ""
""#artificialintelligence",,,MEMBER_NETWORK
2023-08-08 18:45:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7094750471185182720,"Learning technical things beyond data pipelines will make you a better data engineer!""
""""
""- live servers have highly quality requirements!""
""If a server goes down, your business dies. ""
""If a data pipeline is delayed, an analyst is sad. ""
""""
""Learning to deal with higher stakes technical requirements will help you see how to build higher quality data pipelines! ""
""""
""Higher quality meaning: ""
""- tested in CI/CD""
""You should have unit and integration tests for your queries so you don’t push a bad change to your pipeline. ""
""""
""- monitored in production ""
""Is your pipeline telemetry changing? Is skew hurting the performance? Can you make things more efficient? ""
""""
""- documented for other engineers ""
""How do you troubleshoot when things break? Who do you talk to when quality errors arise? ""
""""
""You’d be surprised how much full-stack engineering made me a better data engineer. There aren’t enough data engineers who care about this stuff which leads to the perception that data engineers are less technical than software engineers! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-08 18:13:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7094742389843529728,"There is such a thing as too much data quality! ""
""""
""Everything in engineering, including data quality, comes with trade offs. ""
""""
""Symptoms of too much data quality: ""
""""
""- noisy on-call ""
""You have checks for every possible anomaly under the sun. The more checks, the more likely they fail. The more tax you pay maintaining the quality of your pipelines. ""
""""
""Every DQ check has a probability of false positive that takes away from real engineering time. Thinking about the ROI on these checks before implementing will help you strike the right balance. ""
""""
""- slow pipeline design phases ""
""Trying to incorporate every request and constraint into your design document can be taxing. Acceping that data model creation is iterative will help you move faster here. ""
""""
""Don’t cut corners though! Do your best to incorporate as many stakeholder requirements as you can and cut the ones that provide the lowest ROI.""
""""
""""
""These problems are actually pretty rare in industry since 95% of companies index too lightly on data quality. But just like everything, you don’t want to index to heavily in the other direction either!""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-07 21:52:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7094435079472517120,"Dear LinkedIn, ""
""""
""Can you please put the engagement metrics into your Shares.csv GDPR export file? ""
""""
""Twitter does it. ""
""YouTube does it. ""
""Instagram does it. ""
""TikTok does it. ""
""""
""You’re literally the only platform that doesn’t do it! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-07 18:42:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7094387278663323648,"Things you should never see in production SQL pipelines: ""
""""
""- SELECT * ""
""- RIGHT JOIN""
""- GROUP BY 1,2,3 / ORDER BY 1,2,3""
""- Derived columns without aliases ""
""- Nested subqueries ""
""""
""What would you add? ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-07 15:23:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7094337272275222528,"Week 4 of EcZachly Inc’s boot camp starts today. The themes are analytical patterns and streaming pipelines! ""
""""
""#dataengineering",,,MEMBER_NETWORK
2023-08-06 16:49:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7093996471263391744,"Rules of LinkedIn etiquette:""
""""
""- using more than 3 hashtags looks bad ""
""- don’t ask for a resume review or a referral on the first DM, I don’t know you ""
""- don’t cold sell someone on the first DM, you’ll waste your Inmail credits ""
""- don’t tag more than 3-4 people in a post unless it’s a group event ""
""- if you comment, have it be something positive or meaningful ""
""- entry-level positions require zero years of experience ""
""- treating people like humans instead of job-givers will get you much further ""
""- have a profile picture that’s public, clear and up-to-date ""
""- use your headline to clarify what you do ""
""""
""Any more you’d add? ""
""""
""#linkedin",,,MEMBER_NETWORK
2023-08-06 16:31:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7093991989511147520,"If you’re using the RDD API directly in Spark, you’re doing it wrong!""
""""
